a0,b1,c2,d3,e4,g5,g6,h7,i8,j9,k10,m11,n12,o13,p14,q15,r16,s17,s18,t19,
755,mstr,43523230,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43581795,,,,,756,756,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
756,mstr,43581795,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43640360,,,,,757,757,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
757,mstr,43640360,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43698925,,,,,758,758,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
758,mstr,43698925,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43757490,,,,,759,759,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
759,mstr,43757490,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43816055,,,,,760,760,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
760,mstr,43816055,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43874620,,,,,761,761,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
761,mstr,43874620,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43933185,,,,,762,762,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
762,mstr,43933185,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43991750,,,,,763,763,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
763,mstr,43991750,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44050315,,,,,764,764,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
764,mstr,44050315,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44108880,,,,,765,765,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
765,mstr,44108880,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44167445,,,,,766,766,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
766,mstr,44167445,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44226010,,,,,767,767,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
767,mstr,44226010,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44284575,,,,,768,768,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
768,mstr,44284575,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44343140,,,,,769,769,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
769,mstr,44343140,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44401705,,,,,770,770,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
770,mstr,44401705,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44460270,,,,,771,771,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
771,mstr,44460270,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44518835,,,,,772,772,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
772,mstr,44518835,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44577400,,,,,773,773,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
773,mstr,44577400,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44635965,,,,,774,774,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
774,mstr,44635965,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44694530,,,,,775,775,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
775,mstr,44694530,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44753095,,,,,776,776,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
776,mstr,44753095,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44811660,,,,,777,777,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
777,mstr,44811660,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44870225,,,,,778,778,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
778,mstr,44870225,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44928790,,,,,779,779,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
779,mstr,44928790,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44987355,,,,,780,780,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
780,mstr,44987355,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45045920,,,,,781,781,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
781,mstr,45045920,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45104485,,,,,782,782,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
782,mstr,45104485,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45163050,,,,,783,783,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
783,mstr,45163050,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45221615,,,,,784,784,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
784,mstr,45221615,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45280180,,,,,785,785,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
785,mstr,45280180,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45338745,,,,,786,786,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
786,mstr,45338745,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45397310,,,,,787,787,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
787,mstr,45397310,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45455875,,,,,788,788,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
788,mstr,45455875,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45514440,,,,,789,789,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
789,mstr,45514440,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45573005,,,,,790,790,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
790,mstr,45573005,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45631570,,,,,791,791,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
791,mstr,45631570,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45690135,,,,,792,792,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
792,mstr,45690135,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45748700,,,,,793,793,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
793,mstr,45748700,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45807265,,,,,794,794,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
794,mstr,45807265,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45865830,,,,,795,795,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
795,mstr,45865830,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45924395,,,,,796,796,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
796,mstr,45924395,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45982960,,,,,797,797,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
797,mstr,45982960,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46041525,,,,,798,798,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
798,mstr,46041525,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46100090,,,,,799,799,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
799,mstr,46100090,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46158655,,,,,800,800,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
800,mstr,46158655,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46217220,,,,,801,801,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
801,mstr,46217220,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46275785,,,,,802,802,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
802,mstr,46275785,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46334350,,,,,803,803,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
803,mstr,46334350,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46392915,,,,,804,804,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
804,mstr,46392915,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46451480,,,,,805,805,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
805,mstr,46451480,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46510045,,,,,806,806,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
806,mstr,46510045,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46568610,,,,,807,807,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
807,mstr,46568610,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46627175,,,,,808,808,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
808,mstr,46627175,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46685740,,,,,809,809,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
809,mstr,46685740,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46744305,,,,,810,810,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
810,mstr,46744305,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46802870,,,,,811,811,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
811,mstr,46802870,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46861435,,,,,812,812,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
812,mstr,46861435,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46920000,,,,,813,813,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
813,mstr,46920000,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46978565,,,,,814,814,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
814,mstr,46978565,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47037130,,,,,815,815,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
815,mstr,47037130,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47095695,,,,,816,816,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
816,mstr,47095695,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47154260,,,,,817,817,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
817,mstr,47154260,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47212825,,,,,818,818,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
818,mstr,47212825,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47271390,,,,,819,819,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
819,mstr,47271390,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47329955,,,,,820,820,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
820,mstr,47329955,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47388520,,,,,821,821,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
821,mstr,47388520,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47447085,,,,,822,822,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
822,mstr,47447085,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47505650,,,,,823,823,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
823,mstr,47505650,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47564215,,,,,824,824,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
824,mstr,47564215,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47622780,,,,,825,825,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
825,mstr,47622780,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47681345,,,,,826,826,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
826,mstr,47681345,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47739910,,,,,827,827,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
827,mstr,47739910,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47798475,,,,,828,828,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
828,mstr,47798475,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47857040,,,,,829,829,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
829,mstr,47857040,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47915605,,,,,830,830,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
830,mstr,47915605,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47974170,,,,,831,831,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
831,mstr,47974170,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48032735,,,,,832,832,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
832,mstr,48032735,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48091300,,,,,833,833,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
833,mstr,48091300,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48149865,,,,,834,834,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
834,mstr,48149865,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48208430,,,,,835,835,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
835,mstr,48208430,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48266995,,,,,836,836,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
836,mstr,48266995,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48325560,,,,,837,837,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
837,mstr,48325560,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48384125,,,,,838,838,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
838,mstr,48384125,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48442690,,,,,839,839,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
839,mstr,48442690,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48501255,,,,,840,840,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
840,mstr,48501255,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48559820,,,,,841,841,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
841,mstr,48559820,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48618385,,,,,842,842,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
842,mstr,48618385,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48676950,,,,,843,843,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
843,mstr,48676950,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48735515,,,,,844,844,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
844,mstr,48735515,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48794080,,,,,845,845,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
845,mstr,48794080,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48852645,,,,,846,846,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
846,mstr,48852645,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48911210,,,,,847,847,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
847,mstr,48911210,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48969775,,,,,848,848,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
848,mstr,48969775,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49028340,,,,,849,849,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
849,mstr,49028340,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49086905,,,,,850,850,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
850,mstr,49086905,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49145470,,,,,851,851,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
851,mstr,49145470,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49204035,,,,,852,852,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
852,mstr,49204035,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49262600,,,,,853,853,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
853,mstr,49262600,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49321165,,,,,854,854,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
854,mstr,49321165,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49379730,,,,,855,855,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
855,mstr,49379730,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49438295,,,,,856,856,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
856,mstr,49438295,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49496860,,,,,857,857,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
857,mstr,49496860,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49555425,,,,,858,858,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
858,mstr,49555425,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49613990,,,,,859,859,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
859,mstr,49613990,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49672555,,,,,860,860,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
860,mstr,49672555,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49731120,,,,,861,861,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
861,mstr,49731120,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49789685,,,,,862,862,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
862,mstr,49789685,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49848250,,,,,863,863,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
863,mstr,49848250,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49906815,,,,,864,864,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
864,mstr,49906815,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49965380,,,,,865,865,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
865,mstr,49965380,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50023945,,,,,866,866,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
866,mstr,50023945,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50082510,,,,,867,867,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
867,mstr,50082510,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50141075,,,,,868,868,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
868,mstr,50141075,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50199640,,,,,869,869,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
869,mstr,50199640,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50258205,,,,,870,870,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
870,mstr,50258205,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50316770,,,,,871,871,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
871,mstr,50316770,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50375335,,,,,872,872,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
872,mstr,50375335,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50433900,,,,,873,873,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
873,mstr,50433900,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50492465,,,,,874,874,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
874,mstr,50492465,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50551030,,,,,875,875,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
875,mstr,50551030,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50609595,,,,,876,876,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
876,mstr,50609595,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50668160,,,,,877,877,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
877,mstr,50668160,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50726725,,,,,878,878,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
878,mstr,50726725,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50785290,,,,,879,879,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
879,mstr,50785290,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50843855,,,,,880,880,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
