a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,t19,u20,
1070,AEC_WEEKLY,weekly_zm_ch_waves_1,ZOMBIES_OC_SPECIAL_1_TITLE,ZOMBIES_OC_SPECIAL_1_DESC,,,,125,ZOMBIES_OC_UNIT_WAVES,,,,,,,,,,,,
1071,AEC_WEEKLY,weekly_zm_ch_kills_1,ZOMBIES_OC_SPECIAL_2_TITLE,ZOMBIES_OC_SPECIAL_2_DESC,,,,2750,ZOMBIES_OC_UNIT_KILLS_GENERIC,,,,,,,,,,,,
1072,AEC_WEEKLY,weekly_zm_ch_headshots_1,ZOMBIES_OC_SPECIAL_3_TITLE,ZOMBIES_OC_DAILY_26_DESC,,,,750,ZOMBIES_OC_UNIT_KILLS_GENERIC_HEADSHOT,,,,,,,,,,,,
1073,AEC_WEEKLY,weekly_zm_ch_medals_1,ZOMBIES_OC_SPECIAL_4_TITLE,ZOMBIES_OC_SPECIAL_4_DESC,,,,30,ZOMBIES_OC_UNIT_OBJECTIVES_COMPLETED,,,,,,,,,,,,
1074,AEC_CONTRACT,contract_zm_ch_kills_1,ZOMBIES_OC_CONTRACT_1_TITLE,ZOMBIES_OC_CONTRACT_1_DESC,,,,250,ZOMBIES_OC_UNIT_KILLS_GENERIC,3000,0x5000054,,,,,,,,,,
1075,AEC_CONTRACT,contract_zm_ch_kills_2,ZOMBIES_OC_CONTRACT_1_TITLE,ZOMBIES_OC_CONTRACT_1_DESC,,,,400,ZOMBIES_OC_UNIT_KILLS_GENERIC,3600,0x5000055,,,,,,,,,,
1076,AEC_CONTRACT,contract_zm_ch_objective_1,ZOMBIES_OC_CONTRACT_3_TITLE,ZOMBIES_OC_CONTRACT_3_DESC,,,,1,,2100,0x5000056,,,,,,,,,,
1077,AEC_CONTRACT,contract_zm_ch_jumping_knifes_1,ZOMBIES_OC_CONTRACT_4_TITLE,ZOMBIES_OC_CONTRACT_4_DESC,,,,15,ZOMBIES_OC_UNIT_KILLS_KNIFE_AIR,900,0x5000057,,,,,,,,,,
1078,AEC_CONTRACT,contract_zm_ch_shovel_kills_wave_10_plus,ZOMBIES_OC_CONTRACT_5_TITLE,ZOMBIES_OC_CONTRACT_5_DESC,,,,35,ZOMBIES_OC_UNIT_KILLS_SHOVEL_WAVE_10,3000,0x5000058,,,,,,,,,,
1079,AEC_CONTRACT,contract_zm_ch_wave_grosten_1,ZOMBIES_OC_CONTRACT_6_TITLE,ZOMBIES_OC_CONTRACT_6_DESC,,,,1,,2100,0x5000059,,,,,,,,,,
1080,AEC_CONTRACT,contract_zm_ch_kills_3,ZOMBIES_OC_CONTRACT_7_TITLE,ZOMBIES_OC_CONTRACT_7_DESC,,,,750,ZOMBIES_OC_UNIT_KILLS_GENERIC,7200,0x500005a,,,,,,,,,,
1081,AEC_CONTRACT,contract_zm_ch_unique_kills_fr_1,ZOMBIES_OC_CONTRACT_8_TITLE,ZOMBIES_OC_CONTRACT_8_DESC,,,,1,,1800,0x500005b,,,,,,,,,,
1082,AEC_CONTRACT,contract_zm_ch_beheadings_1,ZOMBIES_OC_CONTRACT_9_TITLE,ZOMBIES_OC_CONTRACT_9_DESC,,,,50,ZOMBIES_OC_UNIT_KILLS_GENERIC_BEHEADED,3600,0x500005c,,,,,,,,,,
1083,AEC_CONTRACT,contract_zm_revives_camo_1,ZOMBIES_OC_CONTRACT_10_TITLE,ZOMBIES_OC_CONTRACT_10_DESC,,,,8,ZOMBIES_OC_UNIT_REVIVES_CAMO,7200,0x500005d,,,,,,,,,,
1084,AEC_CONTRACT,contract_zm_kills_freefire_1,ZOMBIES_OC_CONTRACT_11_TITLE,ZOMBIES_OC_CONTRACT_11_DESC,,,,175,ZOMBIES_OC_UNIT_KILLS_FREEFIRE,1800,0x500005e,,,,,,,,,,
1085,AEC_CONTRACT,contract_zm_time_frontline_1,ZOMBIES_OC_CONTRACT_12_TITLE,ZOMBIES_OC_CONTRACT_12_DESC,,,,2,,3600,0x500005f,,,,,,,,,,
1086,AEC_CONTRACT,contract_zm_shellshock_1,ZOMBIES_OC_CONTRACT_13_TITLE,ZOMBIES_OC_CONTRACT_13_DESC,,,,200,ZOMBIES_OC_UNIT_ZOMBIES_STUNNED,2400,0x5000060,,,,,,,,,,
1087,AEC_CONTRACT,contract_zm_jolts_1,ZOMBIES_OC_CONTRACT_14_TITLE,ZOMBIES_OC_CONTRACT_14_DESC,,,,1,,600,0x5000061,,,,,,,,,,
1088,AEC_CONTRACT,contract_zm_treasure_1,ZOMBIES_OC_CONTRACT_15_TITLE,ZOMBIES_OC_CONTRACT_15_DESC,,,,1,,10800,0x5000062,,,,,,,,,,
1089,AEC_CONTRACT,contract_zm_acquire_jack,ZOMBIES_OC_CONTRACT_16_TITLE,ZOMBIES_OC_CONTRACT_16_DESC,,,,1,,2700,0x5000063,,,,,,,,,,
1090,AEC_CONTRACT,contract_zm_wave_location_1,ZOMBIES_OC_CONTRACT_17_TITLE,ZOMBIES_OC_CONTRACT_17_DESC,,,,1,,2400,0x5000064,,,,,,,,,,
1091,AEC_CONTRACT,contract_zm_wave_location_2,ZOMBIES_OC_CONTRACT_17_TITLE,ZOMBIES_OC_CONTRACT_18_DESC,,,,1,,2400,0x5000065,,,,,,,,,,
1092,AEC_CONTRACT,contract_zm_wave_location_3,ZOMBIES_OC_CONTRACT_17_TITLE,ZOMBIES_OC_CONTRACT_19_DESC,,,,1,,2400,0x5000066,,,,,,,,,,
1093,AEC_CONTRACT,contract_zm_wave_location_4,ZOMBIES_OC_CONTRACT_17_TITLE,ZOMBIES_OC_CONTRACT_20_DESC,,,,1,,2400,0x5000067,,,,,,,,,,
1099,AEC_DAILY,daily_zm_ch_purchases_general_1,ZOMBIES_OC_DLC4_DAILY_61_TITLE,ZOMBIES_OC_DLC4_DAILY_61_DESC,,,,100,ZOMBIES_OC_DLC4_UNIT_PURCHASES_MADE,,,,,,,,,,,,
1100,AEC_DAILY,daily_zm_ch_survival_building_1,ZOMBIES_OC_DLC4_DAILY_62_TITLE,ZOMBIES_OC_DLC4_DAILY_62_DESC,,,,,,,,,,,,,,,,,
1101,AEC_DAILY,daily_zm_ch_survival_first_room,ZOMBIES_OC_DLC4_DAILY_63_TITLE,ZOMBIES_OC_DLC4_DAILY_63_DESC,,,,,,,,,,,,,,,,,
1102,AEC_DAILY,daily_zm_ch_kills_jack_in_box_1,ZOMBIES_OC_DLC4_DAILY_64_TITLE,ZOMBIES_OC_DLC4_DAILY_64_DESC,,,,130,ZOMBIES_OC_DLC4_UNIT_KILLS_JACK,,,,,,,,,,,,
1103,AEC_DAILY,daily_zm_ch_survival_crouched_1,ZOMBIES_OC_DLC4_DAILY_65_TITLE,ZOMBIES_OC_DLC4_DAILY_65_DESC,,,,,,,,,,,,,,,,,
1104,AEC_WEEKLY,weekly_zm_ch_special_kills_1,ZOMBIES_OC_DLC4_WEEKLY_11_TITLE,ZOMBIES_OC_DLC4_WEEKLY_11_DESC,,,,1500,ZOMBIES_OC_DLC4_UNIT_KILLS_SPECIAL,,,,,,,,,,,,
1105,AEC_WEEKLY,weekly_zm_ch_traps_1,ZOMBIES_OC_DLC4_WEEKLY_12_TITLE,ZOMBIES_OC_DLC4_WEEKLY_12_DESC,,,,750,ZOMBIES_OC_UNIT_KILLS_TRAPS_GENERIC,,,,,,,,,,,,
1106,AEC_WEEKLY,weekly_zm_ch_powerup_collector_1,ZOMBIES_OC_DLC4_WEEKLY_13_TITLE,ZOMBIES_OC_DLC4_WEEKLY_13_DESC,,,,75,ZOMBIES_OC_DLC4_UNIT_POWERUPS_COLLECTED,,,,,,,,,,,,
1107,AEC_CONTRACT,contract_zm_boss_perfect_1,ZOMBIES_OC_DLC4_CONTRACT_21_TITLE,ZOMBIES_OC_DLC4_CONTRACT_21_DESC,,,,1,,7200,0x500009f,,,,,,,,,,
1108,AEC_CONTRACT,contract_zm_jolts_2,ZOMBIES_OC_DLC4_CONTRACT_22_TITLE,ZOMBIES_OC_DLC4_CONTRACT_22_DESC,,,,1,,1800,0x50000a0,,,,,,,,,,
1109,AEC_CONTRACT,contract_zm_open_all_doors_1,ZOMBIES_OC_DLC4_CONTRACT_23_TITLE,ZOMBIES_OC_DLC4_CONTRACT_23_DESC,,,,1,,1500,0x50000a1,,,,,,,,,,
1110,AEC_CONTRACT,contract_zm_weap_upgrade_1,ZOMBIES_OC_DLC4_CONTRACT_24_TITLE,ZOMBIES_OC_DLC4_CONTRACT_24_DESC,,,,1,,900,0x50000a2,,,,,,,,,,
1111,AEC_CONTRACT,contract_zm_wave_time_trial_1,ZOMBIES_OC_DLC4_CONTRACT_25_TITLE,ZOMBIES_OC_DLC4_CONTRACT_25_DESC,,,,1,,1800,0x50000a3,,,,,,,,,,
1131,AEC_DAILY,daily_zm_ch_kills_wet_1,ZOMBIES_OC_MTX7_DAILY_66_TITLE,ZOMBIES_OC_MTX7_DAILY_66_DESC,,,,35,ZOMBIES_OC_MTX7_UNIT_KILL_ZOMBIE_WET,,,,,,,,,,,,
1132,AEC_SPECIAL,special_ch_storm_survivor,ZOMBIES_OC_MTX7_SPECIAL_1_TITLE,ZOMBIES_OC_MTX7_SPECIAL_1_DESC,,,,200,ZOMBIES_OC_MTX7_UNIT_KILL_ZOMBIE_WET,,,,,s2_loot_type_uniform,,,,,,,
1133,AEC_SPECIAL,special_ch_storm_hunter,ZOMBIES_OC_MTX7_SPECIAL_2_TITLE,ZOMBIES_OC_MTX7_SPECIAL_2_DESC,,,,25,ZOMBIES_OC_MTX7_UNIT_COLLECT_FISH,,,,,s2_loot_type_uniform,,,,,,,
1134,AEC_SPECIAL,special_ch_storm_slayer,ZOMBIES_OC_MTX7_SPECIAL_3_TITLE,ZOMBIES_OC_MTX7_SPECIAL_3_DESC,,,,3,ZOMBIES_OC_MTX7_UNIT_KILL_BRENNER,,,,,s2_loot_type_uniform,,,,,,,
1135,AEC_SPECIAL,special_ch_storm_mountain,ZOMBIES_OC_MTX7_SPECIAL_4_TITLE,ZOMBIES_OC_MTX7_SPECIAL_4_DESC,,,,200,ZOMBIES_OC_MTX7_UNIT_KILL_ZOMBIE_WET,,,,,s2_loot_type_uniform,,,,,,,
1147,AEC_SPECIAL,special_ch_storm_survivor_02,ZOMBIES_MENU_MTX7_SURVIVALIST_STORM,ZOMBIES_OC_SPECIAL_2_DESC,,,,,ZOMBIES_OC_UNIT_KILLS_GENERIC,,,,,s2_loot_type_uniform,,,,,,,
1148,AEC_SPECIAL,special_ch_storm_hunter_02,ZOMBIES_MENU_MTX7_HUNTER_STORM,ZOMBIES_OC_SPECIAL_2_DESC,,,,,ZOMBIES_OC_UNIT_KILLS_GENERIC,,,,,s2_loot_type_uniform,,,,,,,
1149,AEC_SPECIAL,special_ch_storm_slayer_02,ZOMBIES_MENU_MTX7_ASSASSIN_STORM,ZOMBIES_OC_SPECIAL_2_DESC,,,,,ZOMBIES_OC_UNIT_KILLS_GENERIC,,,,,s2_loot_type_uniform,,,,,,,
1150,AEC_SPECIAL,special_ch_storm_mountain_02,ZOMBIES_MENU_MTX7_MOUNTAINEER_STORM,ZOMBIES_OC_SPECIAL_2_DESC,,,,,ZOMBIES_OC_UNIT_KILLS_GENERIC,,,,,s2_loot_type_uniform,,,,,,,
1151,AEC_SPECIAL,special_ch_moon_survivor_02,ZOMBIES_MENU_DLC3_SURVIVALIST_MOON,ZOMBIES_OC_SPECIAL_2_DESC,,,,,ZOMBIES_OC_UNIT_KILLS_GENERIC,,,,,s2_loot_type_uniform,,,,,,,
1152,AEC_SPECIAL,special_ch_moon_hunter_02,ZOMBIES_MENU_DLC3_HUNTER_MOON,ZOMBIES_OC_SPECIAL_2_DESC,,,,,ZOMBIES_OC_UNIT_KILLS_GENERIC,,,,,s2_loot_type_uniform,,,,,,,
1153,AEC_SPECIAL,special_ch_moon_slayer_02,ZOMBIES_MENU_DLC3_ASSASSIN_MOON,ZOMBIES_OC_SPECIAL_2_DESC,,,,,ZOMBIES_OC_UNIT_KILLS_GENERIC,,,,,s2_loot_type_uniform,,,,,,,
1154,AEC_SPECIAL,special_ch_moon_mountain_02,ZOMBIES_MENU_DLC3_MOUNTAINEER_MOON,ZOMBIES_OC_SPECIAL_2_DESC,,,,,ZOMBIES_OC_UNIT_KILLS_GENERIC,,,,,s2_loot_type_uniform,,,,,,,
2000,,community_ch_orders_t1,AEC_COMMUNITY_CH_ORDERS,,,,,,,,,,,,,,,,,,
2001,,community_ch_orders_t2,AEC_COMMUNITY_CH_ORDERS,,,,,,,,,,,,,,,,,,
2002,,community_ch_orders_t3,AEC_COMMUNITY_CH_ORDERS,,,,,,,,,,,,,,,,,,
2003,,community_ch_orders_t4,AEC_COMMUNITY_CH_ORDERS,,,,,,,,,,,,,,,,,,
2004,,community_ch_orders_t5,AEC_COMMUNITY_CH_ORDERS,,,,,,,,,,,,,,,,,,
2005,,community_ch_zombies_t1,AEC_COMMUNITY_CH_ZOMBIE_TITLE,,,,,,,,,,,,,,,,,,
2006,,community_ch_zombies_t2,AEC_COMMUNITY_CH_ZOMBIE_TITLE,,,,,,,,,,,,,,,,,,
2007,,community_ch_zombies_t3,AEC_COMMUNITY_CH_ZOMBIE_TITLE,,,,,,,,,,LOOT_MTX5_VOUCHER_COMMUNITY_EVENT_TIER3,voucher_tesla_gun,,,,,,,
2008,,community_ch_zombies_t4,AEC_COMMUNITY_CH_ZOMBIE_TITLE,,,,,,,,,,,,,,,,,,
2009,,community_ch_zombies_t5,AEC_COMMUNITY_CH_ZOMBIE_TITLE,,,,,,,,,,,,,,,,,,
2010,,community_ch_wins_t1,AEC_COMMUNITY_CH_WINS_TITLE,,,,,,,,,,,,,,,,,,
2011,,community_ch_wins_t2,AEC_COMMUNITY_CH_WINS_TITLE,,,,,,,,,,,,,,,,,,
2012,,community_ch_wins_t3,AEC_COMMUNITY_CH_WINS_TITLE,,,,,,,,,,,,,,,,,,
2013,,community_ch_wins_t4,AEC_COMMUNITY_CH_WINS_TITLE,,,,,,,,,,,,,,,,,,
2014,,community_ch_wins_t5,AEC_COMMUNITY_CH_WINS_TITLE,,,,,,,,,,,,,,,,,,
2015,,community_ch_divisions_t1,AEC_COMMUNITY_CH_INFANTRY_TITLE,,,,,,,,,,,,,,,,,,
2016,,community_ch_divisions_t2,AEC_COMMUNITY_CH_ARMORED_TITLE,,,,,,,,,,,,,,,,,,
2017,,community_ch_divisions_t3,AEC_COMMUNITY_CH_MOUNTAIN_TITLE,,,,,,,,,,,,,,,,,,
2018,,community_ch_divisions_t4,AEC_COMMUNITY_CH_AIRBORNE_TITLE,,,,,,,,,,,,,,,,,,
2019,,community_ch_divisions_t5,AEC_COMMUNITY_CH_EXPEDITIONARY_TITLE,,,,,,,,,,LOOT_MTX7_VOUCHER_COMMUNITY_EVENT_TIER5,voucher_community_weapon_4,,,,,,,
2023,,community_ch_streaks_t1,AEC_COMMUNITY_CH_STREAKS_TITLE,,,,,,,,,,,,,,,,,,
2024,,community_ch_streaks_t2,AEC_COMMUNITY_CH_STREAKS_TITLE,,,,,,,,,,,,,,,,,,
2025,,community_ch_streaks_t3,AEC_COMMUNITY_CH_STREAKS_TITLE,,,,,,,,,,,,,,,,,,
2026,,community_ch_streaks_t4,AEC_COMMUNITY_CH_STREAKS_TITLE,,,,,,,,,,,,,,,,,,
2027,,community_ch_streaks_t5,AEC_COMMUNITY_CH_STREAKS_TITLE,,,,,,,,,,,,,,,,,,
2028,,community_ch_melee_t1,AEC_COMMUNITY_CH_MELEE_TITLE,,,,,,,,,,,,,,,,,,
2029,,community_ch_melee_t2,AEC_COMMUNITY_CH_MELEE_TITLE,,,,,,,,,,,,,,,,,,
2030,,community_ch_melee_t3,AEC_COMMUNITY_CH_MELEE_TITLE,,,,,,,,,,,,,,,,,,
2031,,community_ch_melee_t4,AEC_COMMUNITY_CH_MELEE_TITLE,,,,,,,,,,,,,,,,,,
2032,,community_ch_melee_t5,AEC_COMMUNITY_CH_MELEE_TITLE,,,,,,,,,,,,,,,,,,
3000,AEC_DAILY,daily_ch_ab_lmg_kills_ll,AEC_DAILY_LMG_KILLS_TITLE,AEC_DAILY_LMG_KILLS_DESC,,,,25,AEC_UNIT_KILLS,,,,,,,,orders_RnD:0,,,,
3001,AEC_DAILY,daily_ch_ab_lmg_kills_hl,AEC_DAILY_LMG_KILLS_TITLE,AEC_DAILY_LMG_KILLS_DESC,,,,50,AEC_UNIT_KILLS,,,,,,,,orders_RnD:1,,,,
3002,AEC_DAILY,daily_ch_ab_lmg_kills_lh,AEC_DAILY_LMG_KILLS_TITLE,AEC_DAILY_LMG_KILLS_DESC,,,,25,AEC_UNIT_KILLS,,,,,,,,orders_RnD:2,,,,
3003,AEC_DAILY,daily_ch_ab_lmg_kills_hh,AEC_DAILY_LMG_KILLS_TITLE,AEC_DAILY_LMG_KILLS_DESC,,,,50,AEC_UNIT_KILLS,,,,,,,,orders_RnD:3,,,,
3004,AEC_DAILY,daily_ch_ab_tdm_kills_ll,AEC_DAILY_AB_TDMKILLS_TITLE,AEC_CONTRACT_TDM_KILLS_DESC,,,,25,AEC_UNIT_KILLS,,,,AEC_REWARD_2X_XP_10MIN,s2_xp_icon,,,orders_RnD:0,,,,
3005,AEC_DAILY,daily_ch_ab_tdm_kills_hl,AEC_DAILY_AB_TDMKILLS_TITLE,AEC_CONTRACT_TDM_KILLS_DESC,,,,50,AEC_UNIT_KILLS,,,,AEC_REWARD_2X_XP_10MIN,s2_xp_icon,,,orders_RnD:1,,,,
3006,AEC_DAILY,daily_ch_ab_tdm_kills_lh,AEC_DAILY_AB_TDMKILLS_TITLE,AEC_CONTRACT_TDM_KILLS_DESC,,,,25,AEC_UNIT_KILLS,,,,AEC_REWARD_2X_XP_20MIN,s2_xp_icon,,,orders_RnD:2,,,,
3007,AEC_DAILY,daily_ch_ab_tdm_kills_hh,AEC_DAILY_AB_TDMKILLS_TITLE,AEC_CONTRACT_TDM_KILLS_DESC,,,,50,AEC_UNIT_KILLS,,,,AEC_REWARD_2X_XP_20MIN,s2_xp_icon,,,orders_RnD:3,,,,
3008,AEC_DAILY,daily_ch_ab_war_kills_ll,AEC_DAILY_WAR_KILLS_TITLE,AEC_CONTRACT_WAR_KILLS_DESC,,,,25,AEC_UNIT_KILLS,,,,AEC_REWARD_2X_XP_10MIN,s2_xp_icon,,,orders_RnD:0,,,,
3009,AEC_DAILY,daily_ch_ab_war_kills_hl,AEC_DAILY_WAR_KILLS_TITLE,AEC_CONTRACT_WAR_KILLS_DESC,,,,50,AEC_UNIT_KILLS,,,,AEC_REWARD_2X_XP_10MIN,s2_xp_icon,,,orders_RnD:1,,,,
3010,AEC_DAILY,daily_ch_ab_war_kills_lh,AEC_DAILY_WAR_KILLS_TITLE,AEC_CONTRACT_WAR_KILLS_DESC,,,,25,AEC_UNIT_KILLS,,,,AEC_REWARD_2X_XP_20MIN,s2_xp_icon,,,orders_RnD:2,,,,
3011,AEC_DAILY,daily_ch_ab_war_kills_hh,AEC_DAILY_WAR_KILLS_TITLE,AEC_CONTRACT_WAR_KILLS_DESC,,,,50,AEC_UNIT_KILLS,,,,AEC_REWARD_2X_XP_20MIN,s2_xp_icon,,,orders_RnD:3,,,,
3012,AEC_DAILY,daily_ch_ab_assists_ll,AEC_DAILY_ASSISTS_TITLE,AEC_DAILY_ASSISTS_DESC,,,,5,AEC_UNIT_ASSISTS,,,,,,,,orders_RnD:0,,,,
3013,AEC_DAILY,daily_ch_ab_assists_hl,AEC_DAILY_ASSISTS_TITLE,AEC_DAILY_ASSISTS_DESC,,,,10,AEC_UNIT_ASSISTS,,,,,,,,orders_RnD:1,,,,
3014,AEC_DAILY,daily_ch_ab_assists_lh,AEC_DAILY_ASSISTS_TITLE,AEC_DAILY_ASSISTS_DESC,,,,5,AEC_UNIT_ASSISTS,,,,,,,,orders_RnD:2,,,,
3015,AEC_DAILY,daily_ch_ab_assists_hh,AEC_DAILY_ASSISTS_TITLE,AEC_DAILY_ASSISTS_DESC,,,,10,AEC_UNIT_ASSISTS,,,,,,,,orders_RnD:3,,,,
3016,AEC_DAILY,daily_ch_rifle_norm,AEC_DAILY_ASSAULT_KILLS_TITLE,AEC_DAILY_ASSAULT_KILLS_DESC,,,,35,AEC_UNIT_KILLS,,,,AEC_REWARD_SUPPLY_DROP_2X,supply_drop,,,orders_var:0,,,,
3017,AEC_DAILY,daily_ch_smg_norm,AEC_DAILY_SMG_KILLS_TITLE,AEC_DAILY_SMG_KILLS_DESC,,,,35,AEC_UNIT_KILLS,,,,AEC_REWARD_SUPPLY_DROP_2X,supply_drop,,,orders_var:0,,,,
3018,AEC_DAILY,daily_ch_kills_norm,AEC_FTE_COMPLETE_MATCH_TITLE,AEC_DAILY_KILLS_DESC,,,,50,AEC_UNIT_KILLS,,,,,,,,orders_var:0,,,,
3019,AEC_DAILY,daily_ch_headshots_norm,AEC_DAILY_HEADSHOTS_TITLE,AEC_DAILY_HEADSHOTS_DESC,,,,5,AEC_UNIT_HEADSHOTS,,,,,,,,orders_var:0,,,,
3020,AEC_DAILY,daily_ch_rifle_sd_low,AEC_DAILY_ASSAULT_KILLS_TITLE,AEC_DAILY_ASSAULT_KILLS_DESC,,,,35,AEC_UNIT_KILLS,,,,,,,,orders_var:1,0:1,,,
3021,AEC_DAILY,daily_ch_rifle_sd_med,AEC_DAILY_ASSAULT_KILLS_TITLE,AEC_DAILY_ASSAULT_KILLS_DESC,,,,35,AEC_UNIT_KILLS,,,,AEC_REWARD_SUPPLY_DROP_2X,supply_drop,,,orders_var:1,0:2,,,
3022,AEC_DAILY,daily_ch_rifle_sd_high,AEC_DAILY_ASSAULT_KILLS_TITLE,AEC_DAILY_ASSAULT_KILLS_DESC,,,,35,AEC_UNIT_KILLS,,,,AEC_REWARD_SUPPLY_DROP_3X,supply_drop,,,orders_var:1,0:3,,,
3023,AEC_DAILY,daily_ch_smg_sd_low,AEC_DAILY_SMG_KILLS_TITLE,AEC_DAILY_SMG_KILLS_DESC,,,,35,AEC_UNIT_KILLS,,,,,,,,orders_var:1,0:1,,,
3024,AEC_DAILY,daily_ch_smg_sd_med,AEC_DAILY_SMG_KILLS_TITLE,AEC_DAILY_SMG_KILLS_DESC,,,,35,AEC_UNIT_KILLS,,,,AEC_REWARD_SUPPLY_DROP_2X,supply_drop,,,orders_var:1,0:2,,,
3025,AEC_DAILY,daily_ch_smg_sd_high,AEC_DAILY_SMG_KILLS_TITLE,AEC_DAILY_SMG_KILLS_DESC,,,,35,AEC_UNIT_KILLS,,,,AEC_REWARD_SUPPLY_DROP_3X,supply_drop,,,orders_var:1,0:3,,,
3026,AEC_DAILY,daily_ch_kills_ac_low,AEC_FTE_COMPLETE_MATCH_TITLE,AEC_DAILY_KILLS_DESC,,,,50,AEC_UNIT_KILLS,,,,,,,,orders_var:1,1:1,,,
3027,AEC_DAILY,daily_ch_kills_ac_med,AEC_FTE_COMPLETE_MATCH_TITLE,AEC_DAILY_KILLS_DESC,,,,50,AEC_UNIT_KILLS,,,,,,,,orders_var:1,1:2,,,
3028,AEC_DAILY,daily_ch_kills_ac_high,AEC_FTE_COMPLETE_MATCH_TITLE,AEC_DAILY_KILLS_DESC,,,,50,AEC_UNIT_KILLS,,,,,,,,orders_var:1,1:3,,,
3029,AEC_DAILY,daily_ch_headshots_ac_low,AEC_DAILY_HEADSHOTS_TITLE,AEC_DAILY_HEADSHOTS_DESC,,,,5,AEC_UNIT_HEADSHOTS,,,,,,,,orders_var:1,1:1,,,
3030,AEC_DAILY,daily_ch_headshots_ac_med,AEC_DAILY_HEADSHOTS_TITLE,AEC_DAILY_HEADSHOTS_DESC,,,,5,AEC_UNIT_HEADSHOTS,,,,,,,,orders_var:1,1:2,,,
3031,AEC_DAILY,daily_ch_headshots_ac_high,AEC_DAILY_HEADSHOTS_TITLE,AEC_DAILY_HEADSHOTS_DESC,,,,5,AEC_UNIT_HEADSHOTS,,,,,,,,orders_var:1,1:3,,,
3032,AEC_DAILY,daily_ch_rifle_sd_low_hide,AEC_DAILY_ASSAULT_KILLS_TITLE,AEC_DAILY_ASSAULT_KILLS_DESC,,,,35,AEC_UNIT_KILLS,,,,AEC_REWARD_SUPPLY_DROP_RANDOM,supply_drop,,,orders_var:2,0:1,,,
3033,AEC_DAILY,daily_ch_rifle_sd_med_hide,AEC_DAILY_ASSAULT_KILLS_TITLE,AEC_DAILY_ASSAULT_KILLS_DESC,,,,35,AEC_UNIT_KILLS,,,,AEC_REWARD_SUPPLY_DROP_RANDOM,supply_drop,,,orders_var:2,0:2,,,
3034,AEC_DAILY,daily_ch_rifle_sd_high_hide,AEC_DAILY_ASSAULT_KILLS_TITLE,AEC_DAILY_ASSAULT_KILLS_DESC,,,,35,AEC_UNIT_KILLS,,,,AEC_REWARD_SUPPLY_DROP_RANDOM,supply_drop,,,orders_var:2,0:3,,,
3035,AEC_DAILY,daily_ch_smg_sd_low_hide,AEC_DAILY_SMG_KILLS_TITLE,AEC_DAILY_SMG_KILLS_DESC,,,,35,AEC_UNIT_KILLS,,,,AEC_REWARD_SUPPLY_DROP_RANDOM,supply_drop,,,orders_var:2,0:1,,,
3036,AEC_DAILY,daily_ch_smg_sd_med_hide,AEC_DAILY_SMG_KILLS_TITLE,AEC_DAILY_SMG_KILLS_DESC,,,,35,AEC_UNIT_KILLS,,,,AEC_REWARD_SUPPLY_DROP_RANDOM,supply_drop,,,orders_var:2,0:2,,,
3037,AEC_DAILY,daily_ch_smg_sd_high_hide,AEC_DAILY_SMG_KILLS_TITLE,AEC_DAILY_SMG_KILLS_DESC,,,,35,AEC_UNIT_KILLS,,,,AEC_REWARD_SUPPLY_DROP_RANDOM,supply_drop,,,orders_var:2,0:3,,,
3038,AEC_DAILY,daily_ch_kills_ac_low_hide,AEC_FTE_COMPLETE_MATCH_TITLE,AEC_DAILY_KILLS_DESC,,,,5,AEC_UNIT_KILLS,,,,AEC_REWARD_AC_RANDOM,s2_armory_credits_icon,,,orders_var:2,1:1,,,
3039,AEC_DAILY,daily_ch_kills_ac_med_hide,AEC_FTE_COMPLETE_MATCH_TITLE,AEC_DAILY_KILLS_DESC,,,,5,AEC_UNIT_KILLS,,,,AEC_REWARD_AC_RANDOM,s2_armory_credits_icon,,,orders_var:2,1:2,,,
3040,AEC_DAILY,daily_ch_kills_ac_high_hide,AEC_FTE_COMPLETE_MATCH_TITLE,AEC_DAILY_KILLS_DESC,,,,5,AEC_UNIT_KILLS,,,,AEC_REWARD_AC_RANDOM,s2_armory_credits_icon,,,orders_var:2,1:3,,,
3041,AEC_DAILY,daily_ch_headshots_ac_low_hide,AEC_DAILY_HEADSHOTS_TITLE,AEC_DAILY_HEADSHOTS_DESC,,,,5,AEC_UNIT_HEADSHOTS,,,,AEC_REWARD_AC_RANDOM,s2_armory_credits_icon,,,orders_var:2,1:1,,,
3042,AEC_DAILY,daily_ch_headshots_ac_med_hide,AEC_DAILY_HEADSHOTS_TITLE,AEC_DAILY_HEADSHOTS_DESC,,,,5,AEC_UNIT_HEADSHOTS,,,,AEC_REWARD_AC_RANDOM,s2_armory_credits_icon,,,orders_var:2,1:2,,,
3043,AEC_DAILY,daily_ch_headshots_ac_high_hide,AEC_DAILY_HEADSHOTS_TITLE,AEC_DAILY_HEADSHOTS_DESC,,,,5,AEC_UNIT_HEADSHOTS,,,,AEC_REWARD_AC_RANDOM,s2_armory_credits_icon,,,orders_var:2,1:3,,,
3044,AEC_SPECIAL,special_ch_discount_ab,AEC_SPECIAL_DISCOUNT_AB_TITLE,AEC_DAILY_KILLS_DESC,,,,150,AEC_UNIT_KILLS,,,,AEC_SPECIAL_DISCOUNT_AB_REWARD,cod_points,,,erma:1,,,,
