a0,b1,c2,d3,e4,g5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,
760,mstr,42664450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42722900,,,,,,761,761,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
761,mstr,42722900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42781350,,,,,,762,762,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
762,mstr,42781350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42839800,,,,,,763,763,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
763,mstr,42839800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42898250,,,,,,764,764,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
764,mstr,42898250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42956700,,,,,,765,765,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
765,mstr,42956700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43015150,,,,,,766,766,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
766,mstr,43015150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43073600,,,,,,767,767,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
767,mstr,43073600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43132050,,,,,,768,768,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
768,mstr,43132050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43190500,,,,,,769,769,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
769,mstr,43190500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43248950,,,,,,770,770,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
770,mstr,43248950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43307400,,,,,,771,771,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
771,mstr,43307400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43365850,,,,,,772,772,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
772,mstr,43365850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43424300,,,,,,773,773,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
773,mstr,43424300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43482750,,,,,,774,774,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
774,mstr,43482750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43541200,,,,,,775,775,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
775,mstr,43541200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43599650,,,,,,776,776,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
776,mstr,43599650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43658100,,,,,,777,777,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
777,mstr,43658100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43716550,,,,,,778,778,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
778,mstr,43716550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43775000,,,,,,779,779,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
779,mstr,43775000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43833450,,,,,,780,780,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
780,mstr,43833450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43891900,,,,,,781,781,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
781,mstr,43891900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43950350,,,,,,782,782,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
782,mstr,43950350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44008800,,,,,,783,783,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
783,mstr,44008800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44067250,,,,,,784,784,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
784,mstr,44067250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44125700,,,,,,785,785,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
785,mstr,44125700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44184150,,,,,,786,786,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
786,mstr,44184150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44242600,,,,,,787,787,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
787,mstr,44242600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44301050,,,,,,788,788,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
788,mstr,44301050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44359500,,,,,,789,789,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
789,mstr,44359500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44417950,,,,,,790,790,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
790,mstr,44417950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44476400,,,,,,791,791,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
791,mstr,44476400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44534850,,,,,,792,792,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
792,mstr,44534850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44593300,,,,,,793,793,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
793,mstr,44593300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44651750,,,,,,794,794,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
794,mstr,44651750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44710200,,,,,,795,795,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
795,mstr,44710200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44768650,,,,,,796,796,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
796,mstr,44768650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44827100,,,,,,797,797,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
797,mstr,44827100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44885550,,,,,,798,798,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
798,mstr,44885550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,44944000,,,,,,799,799,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
799,mstr,44944000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45002450,,,,,,800,800,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
800,mstr,45002450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45060900,,,,,,801,801,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
801,mstr,45060900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45119350,,,,,,802,802,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
802,mstr,45119350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45177800,,,,,,803,803,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
803,mstr,45177800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45236250,,,,,,804,804,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
804,mstr,45236250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45294700,,,,,,805,805,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
805,mstr,45294700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45353150,,,,,,806,806,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
806,mstr,45353150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45411600,,,,,,807,807,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
807,mstr,45411600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45470050,,,,,,808,808,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
808,mstr,45470050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45528500,,,,,,809,809,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
809,mstr,45528500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45586950,,,,,,810,810,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
810,mstr,45586950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45645400,,,,,,811,811,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
811,mstr,45645400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45703850,,,,,,812,812,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
812,mstr,45703850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45762300,,,,,,813,813,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
813,mstr,45762300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45820750,,,,,,814,814,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
814,mstr,45820750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45879200,,,,,,815,815,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
815,mstr,45879200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45937650,,,,,,816,816,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
816,mstr,45937650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,45996100,,,,,,817,817,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
817,mstr,45996100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46054550,,,,,,818,818,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
818,mstr,46054550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46113000,,,,,,819,819,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
819,mstr,46113000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46171450,,,,,,820,820,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
820,mstr,46171450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46229900,,,,,,821,821,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
821,mstr,46229900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46288350,,,,,,822,822,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
822,mstr,46288350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46346800,,,,,,823,823,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
823,mstr,46346800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46405250,,,,,,824,824,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
824,mstr,46405250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46463700,,,,,,825,825,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
825,mstr,46463700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46522150,,,,,,826,826,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
826,mstr,46522150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46580600,,,,,,827,827,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
827,mstr,46580600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46639050,,,,,,828,828,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
828,mstr,46639050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46697500,,,,,,829,829,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
829,mstr,46697500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46755950,,,,,,830,830,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
830,mstr,46755950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46814400,,,,,,831,831,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
831,mstr,46814400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46872850,,,,,,832,832,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
832,mstr,46872850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46931300,,,,,,833,833,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
833,mstr,46931300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,46989750,,,,,,834,834,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
834,mstr,46989750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47048200,,,,,,835,835,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
835,mstr,47048200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47106650,,,,,,836,836,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
836,mstr,47106650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47165100,,,,,,837,837,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
837,mstr,47165100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47223550,,,,,,838,838,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
838,mstr,47223550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47282000,,,,,,839,839,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
839,mstr,47282000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47340450,,,,,,840,840,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
840,mstr,47340450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47398900,,,,,,841,841,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
841,mstr,47398900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47457350,,,,,,842,842,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
842,mstr,47457350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47515800,,,,,,843,843,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
843,mstr,47515800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47574250,,,,,,844,844,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
844,mstr,47574250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47632700,,,,,,845,845,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
845,mstr,47632700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47691150,,,,,,846,846,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
846,mstr,47691150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47749600,,,,,,847,847,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
847,mstr,47749600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47808050,,,,,,848,848,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
848,mstr,47808050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47866500,,,,,,849,849,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
849,mstr,47866500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47924950,,,,,,850,850,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
850,mstr,47924950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,47983400,,,,,,851,851,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
851,mstr,47983400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48041850,,,,,,852,852,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
852,mstr,48041850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48100300,,,,,,853,853,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
853,mstr,48100300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48158750,,,,,,854,854,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
854,mstr,48158750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48217200,,,,,,855,855,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
855,mstr,48217200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48275650,,,,,,856,856,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
856,mstr,48275650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48334100,,,,,,857,857,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
857,mstr,48334100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48392550,,,,,,858,858,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
858,mstr,48392550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48451000,,,,,,859,859,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
859,mstr,48451000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48509450,,,,,,860,860,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
860,mstr,48509450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48567900,,,,,,861,861,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
861,mstr,48567900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48626350,,,,,,862,862,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
862,mstr,48626350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48684800,,,,,,863,863,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
863,mstr,48684800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48743250,,,,,,864,864,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
864,mstr,48743250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48801700,,,,,,865,865,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
865,mstr,48801700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48860150,,,,,,866,866,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
866,mstr,48860150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48918600,,,,,,867,867,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
867,mstr,48918600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,48977050,,,,,,868,868,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
868,mstr,48977050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49035500,,,,,,869,869,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
869,mstr,49035500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49093950,,,,,,870,870,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
870,mstr,49093950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49152400,,,,,,871,871,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
871,mstr,49152400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49210850,,,,,,872,872,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
872,mstr,49210850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49269300,,,,,,873,873,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
873,mstr,49269300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49327750,,,,,,874,874,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
874,mstr,49327750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49386200,,,,,,875,875,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
875,mstr,49386200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49444650,,,,,,876,876,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
876,mstr,49444650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49503100,,,,,,877,877,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
877,mstr,49503100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49561550,,,,,,878,878,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
878,mstr,49561550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49620000,,,,,,879,879,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
879,mstr,49620000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49678450,,,,,,880,880,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
880,mstr,49678450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49736900,,,,,,881,881,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
881,mstr,49736900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49795350,,,,,,882,882,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
882,mstr,49795350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49853800,,,,,,883,883,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
883,mstr,49853800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49912250,,,,,,884,884,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
884,mstr,49912250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,49970700,,,,,,885,885,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
885,mstr,49970700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50029150,,,,,,886,886,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
